index	label	sentence	pos	v_index	definition
kbh-fragment41 5265	0	, we'll get some of those, I'll put them in, in the trolley, come on, now Charlotte please don't start being naughty, don't start.	VERB	7	To place something somewhere.
as6-fragment02 424	1	The cities of inner despair were conceived as the breeding ground for disorderly protest, and however hard the Government tried to break the causal link between the two, it was forced to take on board the need to restore order not only through the police but through promises of help for the inner cities.	VERB	30	To violate ; to rape.
a1j-fragment34 533	1	The Labour Party Conference: Cook appeals for Labour to accept electoral reform	VERB	9	To receive, especially with a consent, with favour, or with approval.
a1h-fragment05 101	0	It has become increasingly apparent that Thomson belonged to the American experimental tradition.	VERB	2	begin to be; turn into.
a98-fragment03 63	0	But Amaldi never really retired nor grew old.	VERB	6	To become larger, to increase in magnitude.
kbc-fragment13 5979	0	Well I've known anyone to be five years and no use whatsoever.	VERB	2	To perceive the truth or factuality of; to be certain of or that.
a9j-fragment01 32	1	Through it, Palestinians are struggling on a daily basis to shake off Israel's authority and to construct their own.	VERB	10	To cause  to move rapidly in opposite directions alternatingly.
kbw-fragment17 6137	0	And this man came to the door, and he went to get the belt, that should just have a tape recorder on conversation just throughout the week so it's getting all sorts of rubbish going in there,	VERB	9	To move:
clp-fragment01 797	1	for example, very few senior managements take the trouble to keep workers fully informed about policies and likely changes.	VERB	6	To get into one's hands, possession, or control, with or without force.
ac2-fragment06 1470	1	Oh, and there's one more thing you can be sure of, he added sourly.	VERB	12	To join or unite  so as to increase the number, augment the quantity, or enlarge the magnitude, or so as to form into one aggregate.
kcu-fragment02 1761	0	He wanted a boy!	VERB	1	To wish for or desire ; to feel a need or desire for; to crave or demand.
kcu-fragment02 1772	0	I know you!	VERB	1	To perceive the truth or factuality of; to be certain of or that.
a7y-fragment03 191	1	The problem arises in connection with section 99 which adapts or applies the provisions to cases where an individual rather than the local authority wishes to make the complaint.	VERB	11	To lay or place; to put
kbp-fragment09 3876	0	Well I'll concern it with my daughter first of all naturally.	VERB	2	To relate or belong to; to have reference to or connection with; to affect the interest of; to be of importance to.
kbw-fragment42 15095	1	Come on Tim please move	VERB	0	To move from further away to nearer to.
a1e-fragment01 29	1	In a takeover campaign that has already seen vitriolic language, he responds to the charge that he is mounting the bid to enrich himself and his friends by saying: Nobody could take that as a criticism this is an investor group.	VERB	7	To perceive or detect someone or something with the eyes, or as if by sight.
kcf-fragment14 1369	0	The fracture clinic she's going to.	VERB	4	To move:
fpb-fragment01 1285	0	In the passage, she stumbled and almost fell, then flung back the door to the bedroom.	VERB	9	To move  abruptly or violently; to rush or dash.
kbw-fragment42 14817	0	wants a whole don't are they?	VERB	0	To wish for or desire ; to feel a need or desire for; to crave or demand.
clp-fragment01 861	1	Knowledge is contained in documents which may vary from single sheet presentations to large manuals.	VERB	2	To hold inside.
b1g-fragment02 1154	0	Despite these shortcomings dictated by the space available, what has been said should be sufficient to illustrate the enormous and diverse scope of environmental monitoring and prediction.	VERB	11	To pronounce.
acj-fragment01 70	1	Moreover, the borderlines between the various degrees would raise questions of law, which would provide much opportunity for legal argument and for appeals.	VERB	8	To cause to rise; to lift or elevate.
b1g-fragment02 778	0	Digital data occupy a central position in this applications field and a number of examples are given to illustrate the extent to which their development has been hampered or facilitated in various countries by the policies of the organizations with responsibility for digital data provision.	VERB	29	To make easy or easier.
a4d-fragment02 94	0	Scott was so pleased with the style he had evolved at Battersea, a treatment that humanised industrial forms without denying their function, that he also used it on the Guinness Factory at Park Royal, west London.	VERB	25	To utilize or employ.
kbp-fragment09 3852	0	And erm we searched over north Wales first of all but phew no thank you.	VERB	13	To express gratitude or appreciation toward.
kcf-fragment14 1464	0	Anyway, you got everything there, you got your garage, you know, you got double glazing.	VERB	2	To obtain; to acquire.
kcc-fragment02 74	0	I wan na get him another towelling dressing gown because the blue one he had on the caravan he brought home for the winter bring them home and wash them.	VERB	28	To clean with water.
kcf-fragment14 1289	0	I want that as well.	VERB	1	To wish for or desire ; to feel a need or desire for; to crave or demand.
kbw-fragment17 6222	0	I hate being sick and one thing another well, it turned out	VERB	1	To dislike intensely or greatly.
a1l-fragment01 27	0	With other illustrators, I work at a distance we visit and phone, but there is a point at which I can't pester them any more, Allan says.	VERB	9	To habitually go to  to comfort them.
b1g-fragment02 1432	0	Hobeika and Jamei( 1985) describe the MASSeVACuation( MASSVAC) simulation software designed to analyse and evaluate traffic evacuation plans given a natural disaster in an urban area.	VERB	4	To represent in words.
ea7-fragment03 804	0	The treaty between Robert II of Flanders and Henry I of England, renewed by their successors, stipulated that each knight supplied to the English king should bring three horses with him this at a time when a horse represented a major investment.	VERB	16	To require  as a condition of a contract or agreement.
b1g-fragment02 983	0	However, significant resources are also being made available by the private sector where there is no immediate commercial gain: thus IBM UK Ltd has donated ̴�3.5m. of computing equipment to UNEP and IBM in general is actively supporting other R&D which can be expected to facilitate sustainable development: IBM Europe, for instance, has invested $16m. in its Bergen scientific centre to make it the focal point for the company's environmental modelling and a centre for information on the environment and sustainable development.	VERB	53	To spend money, time, or energy on something, especially for some benefit or purpose; used with in.
ea7-fragment03 858	1	William IX's crusade of 1101 brought about serious financial problems in Aquitaine which caused rapid devaluation in the hitherto stable currency; and Robert Curthose's decision to mortgage Normandy to William Rufus in order to cover his crusading expenses exacerbated a conflict over the duchy which was not settled until the death of his son William Clito in 1128.	VERB	47	To conclude or resolve :
ac2-fragment06 1270	1	Must be getting too old for this globe-trotting lark, or else my mis-spent youth is catching up on me.	VERB	2	To obtain; to acquire.
fet-fragment01 71	1	To name an object is to suppress three-quarters of the enjoyment of the poem, which is created by the gradual pleasure of apprehending it.	VERB	22	To take hold of with the understanding, that is, to conceive in the mind; to become cognizant of; to understand; to recognize; to consider.
fet-fragment01 66	0	' I said, dear, Winston Churchill' The second woman tugged free of the clutching fingers.	VERB	9	to pull or drag with great effort
b1g-fragment02 1080	0	The need for harmonization is obvious and, in this respect, must follow from the successful pioneering achievements of EUROSTAT in harmonizing the definitions in trade, demographic and other social science statistics( see CEC 1990b).	VERB	11	To go after; to pursue; to move behind in the same path or direction, especially with the intent of catching.
al5-fragment03 49	0	That is a real challenge, she said.	VERB	6	To pronounce.
ab9-fragment03 876	1	The sergeant nodded, deciding it could do no harm to concede a point he had already taken.	VERB	10	To yield or suffer; to surrender; to grant
a1m-fragment01 31	0	Users of telecottages are given the key and people can use them at any time, which means that women can come in during the evening, early in the morning or whatever.	VERB	4	To move, shift, provide something abstract or concrete to someone or something or somewhere.
b1g-fragment02 915	0	In giving the 1990 Robens Coal Science Lecture at the Royal Institution, Sir John Mason( a former Director of the Meteorological Office) urged caution in interpreting the results of the massive atmospheric and oceanic modelling exercises; as the equilibrium models are refined to take account of the thermal lag in oceans, etc., lower values of predicted changes are likely.	VERB	43	To get into one's hands, possession, or control, with or without force.
a4d-fragment02 100	0	Vast overlapping planes of brickwork are modelled with careful set-backs and subtle bands of detail.	VERB	6	to display for others to see, especially in regard to wearing clothing while performing the role of a fashion model
as6-fragment02 394	1	Similarly the spread of violence in London to areas such as the Broadwater Farm Estate in Tottenham was seen as a break from previous experience, which had centred on areas such as Brixton.	VERB	27	Alternative spelling of center
ahl-fragment02 16	1	Mr Goodson, who became interested in the sonar capacity of dolphins after hearing one while swimming off the Welsh coast, has experimented with various shapes of sound reflectors.	VERB	21	To conduct an experiment.
a9j-fragment01 41	0	In one of several Intifada leaflets written in Hebrew and addressed to the Israeli soldiers on duty in the occupied territories, the message was repeated: Soldier, go home.	VERB	26	To move:
kcf-fragment14 1238	0	Are you coming with me, yeah!	INTJ	5	yeah
fet-fragment01 13	1	He himself, at sixty-two, felt, not quite accurately, that he was now too old, too settled, to be put out, by her or by anyone else.	VERB	4	To make into felt, or a feltlike substance; to cause to adhere and mat together.
kbw-fragment17 6267	0	She's sort of got with children then because this erm testing, they've got to a school work outside	VERB	3	To obtain; to acquire.
a4d-fragment02 119	0	I have received no satisfactory reply.	VERB	2	To take, as something that is offered, given, committed, sent, paid, etc.; to accept; to be given something.
kbc-fragment13 5932	0	So it'll be the working people, er, probably the the national er, health stamp'll have to go, go up.	VERB	16	To move:
a8u-fragment14 336	1	Turnover was held at ̴�228.6million, an rise of about ̴�2million, by the earlier contribution from tyre distribution and the US replacement.	VERB	2	To grasp or grip.
clp-fragment01 825	0	Procedures is sometimes used for what are here called routines and sometimes to indicate all the operator's information support except software.	VERB	8	To use one's voice.
amm-fragment02 1593	1	BRINGING FOSSILS BACK TO LIFE	VERB	0	To transport toward somebody/somewhere.
fpb-fragment01 1254	1	Elinor shouldn't be made to wade though pages of paragraphs with no commas in em.	VERB	3	To create.
fpb-fragment01 1173	0	After they reached two thousand feet, the instructor showed her how to fly level; he then encouraged her to experiment with the stick, manoeuvring the plane m every direction.	VERB	23	Britain, Canada, Ireland, South Africa, Australia, and New Zealand spelling of maneuver.
fet-fragment01 8	0	He sat down and saw a bifurcated path, simmering with gold heat round and under the rising, spreading blue-black-green down-pointing vanes of a great pine, still widening where the frame interrupted its soaring.	NOUN	24	Any coniferous tree of the genus Pinus.
ea7-fragment03 863	0	When it did not, accompanying their princes in a joint crusading venture, as the lord of Amboise accompanied Fulk V or Hugh VI de Lusignan William IX, created new personal links.	VERB	27	To bring into existence;
kbj-fragment17 1569	1	Sixty three divided by nine is six!	VERB	2	To split or separate  into two or more parts.
kcu-fragment02 1591	0	Stop pulling her hair!	VERB	0	To cease moving.
kcu-fragment02 1592	0	I'm only giving cards out because as you know nan doesn't bother with birthdays	VERB	11	To annoy, to disturb, to irritate.
a3c-fragment05 253	1	If you are feeling for lack of a better word -thirsty, let's meet again next month.	VERB	12	To make contact  while in proximity.
fet-fragment01 128	1	His smooth brown hair was as thick as ever but shot now with needles of glittering silver.	VERB	15	To sparkle with light; to shine with a brilliant and broken light or showy luster; to gleam.
kb7-fragment10 2148	1	I mean I did have some of the boxes in there until I sort of, thought while I was sorting things out.	VERB	19	To separate items into different categories according to certain criteria that determine their sorts.
a7s-fragment03 76	1	IT wasn't the only programme last night to shine light into dirty corners.	VERB	8	To emit or reflect light so as to glow.
b1g-fragment02 884	0	The main components of the first system are well known: the atmosphere is its engine and atmospheric circulation is driven by differences in solar heating between the equatorial and polar regions.	VERB	9	To perceive the truth or factuality of; to be certain of or that.
b1g-fragment02 957	0	The spread of environmental awareness is readily demonstrated: in 1972, 26 countries had environmental and natural resource management agencies whereas, a decade later the number was 144( WEC 1985).	VERB	7	to show how to use .
ew1-fragment01 103	0	In many quarters it is asserted that the Unionist Press are treated with greater courtesy by the Radicals than by their own side.'	VERB	5	To declare with assurance or plainly and strongly; to state positively.
kcu-fragment02 1615	0	Oh I think I've got one.	VERB	2	To ponder, to go over in one's head.
bpa-fragment14 2295	0	A hissing, We gas escaping, ending with a funny little squeak.	VERB	5	to come to an end
kcu-fragment02 2176	0	Sammy wants a wee wee!	VERB	1	To wish for or desire ; to feel a need or desire for; to crave or demand.
kbc-fragment13 5904	1	But they must feel a bit stupid to er	VERB	3	To use or experience the sense of touch.
a4d-fragment02 112	0	I have no doubt that others will be added.	VERB	8	To join or unite  so as to increase the number, augment the quantity, or enlarge the magnitude, or so as to form into one aggregate.
b1g-fragment02 1466	0	There are numerous hypotheses concerning the aetiology of this disease( from ionizing radiation to viral transmission) and Cross's approach is to collect digital data designed to test some of these hypotheses and to use ARC/INFO to display and analyse results.	VERB	36	To show conspicuously; to exhibit; to demonstrate; to manifest.
a9j-fragment01 49	1	First, it would consolidate the structures of the developing national authority which is competing to replace the occupation authority.	VERB	8	To discover, find out; to uncover.
a1p-fragment01 5	0	They have also aroused Protestant anger against Dr Runcie, at the same time as he has become involved in a row over his attack on the Pharisees of British society.	VERB	16	begin to be; turn into.
b1g-fragment02 1466	0	There are numerous hypotheses concerning the aetiology of this disease( from ionizing radiation to viral transmission) and Cross's approach is to collect digital data designed to test some of these hypotheses and to use ARC/INFO to display and analyse results.	VERB	4	To relate or belong to; to have reference to or connection with; to affect the interest of; to be of importance to.
ajf-fragment07 200	0	And the prints have been sold across Europe there's been one arrest in Denmark already including Britain.	VERB	5	To transfer goods or provide services in exchange for money.
acj-fragment01 138	1	Admittedly, the Model Penal Code does contain a list of circumstances which may amount to extreme indifference, which assists the courts and increases the predictability of verdicts in a way that Scots law does not, but the essence of both approaches is that there is no precise way of describing those non-intentional killings which are as heinous as intentional killings.	VERB	18	To help.
a1l-fragment01 3	0	THESE days, no one questions the importance of good books for the under-fives.	VERB	4	To ask questions of; to interrogate; to ask for information.
cdb-fragment02 400	0	A bloody good thing or our childhood would have been a misery instead of just a bore.	NOUN	16	A hole drilled or milled through something, or  its diameter.
alp-fragment01 93	0	The use of role play, incorporating previously discussed difficulties( i.e. homework assignment session 4) in real or set up situations provides an opportunity for testing these skills.	VERB	24	To challenge.
a80-fragment15 296	1	It will be fascinating to see how Smith, a gifted all-round footballer, shapes up in his prospective international partnership with Aherne.	VERB	5	To perceive or detect someone or something with the eyes, or as if by sight.
a1l-fragment01 25	1	The strength of the partnership is highlighted for Allan, who also works with a number of other artists.	VERB	6	To make prominent; emphasize.
g0l-fragment01 233	0	But I can tell you you're wasting your efforts looking for Martin Bormann in South America.	VERB	9	To try to see, to pay attention to with one’s eyes.
kbw-fragment42 15012	1	the rain came down and the floods came up and the house on the rocks slid down, but the foolish man built his house upon the sand, the foolish man built his house upon the sand, the foolish man built his house upon the sand and the rain came tumbling down	VERB	2	To move from further away to nearer to.
fet-fragment01 214	0	He followed the other two into the dark shadows of the room housing the Low Countries.	VERB	1	To go after; to pursue; to move behind in the same path or direction, especially with the intent of catching.
a1m-fragment01 34	0	The cost of providing the start-up equipment is in the order of ̴�10,000 and Mr Dobbs thinks space is not much of a problem: There's usually the village hall or an empty shop.	VERB	16	To ponder, to go over in one's head.
a3p-fragment09 169	0	Many are still elaborately decorated with pargeting, an ornate, patterned plasterwork practised in this area since the early thirteenth century.	VERB	9	To apply a pattern.
bpa-fragment14 2161	0	He winced at the memory as he hammered on the steel and then looked through the spy port.	VERB	1	To flinch as if in pain or distress.
a8r-fragment02 52	1	Instead of persuading the user to specify requirements, the analyst will be driven by the user to meet key needs.	VERB	12	To provide an impetus for motion or other physical change, to move an object by means of the provision of force thereto.
a3c-fragment05 199	1	This desire that can not find its name( though it would dare speak it, if it could) is pleasurable.	VERB	12	To communicate with one's voice, to say words out loud.
b1g-fragment02 1173	0	Whether attempting to construct a database of resources for use in planning responses to nuclear emergencies, developing optimal routes for scheduling the safe transport of hazardous substances, or monitoring the health implications of a disaster, GIS can assist in identifying possibilities and formulating solutions.	VERB	20	To create a time-schedule.
kcv-fragment42 4551	0	I don't mind for about two three days	VERB	2	To bring or recall to mind; to remember; bear or keep in mind.
kbd-fragment07 2471	0	Well you'd only need one.	VERB	3	To have an absolute requirement for.
b1g-fragment02 1089	0	In practice, legislation generally forbids such data being held thus and distributed in anything other than area aggregate form; the cross-tabulations commonly employed( e.g. to give tables of population numbers broken down by age and sex) often result in a great multiplication of the data volumes.	VERB	22	To hire .
ac2-fragment06 1375	1	My dear, they'll do whatever they feel is necessary to do.	VERB	6	To use or experience the sense of touch.
as6-fragment02 367	1	Throughout 1980 and 1981 debates about the riots in the media, in Parliament, and in various official reports hinged around the interrelationship between racial, law-and-order, and social factors.	VERB	18	To attach by, or equip with a hinge.
b1g-fragment02 1040	0	Mooneyhan( 1988) has described the progress of the pilot stage of GRID which culminated in approval for a full operational phase; GRID is now involved in integrating, storing and exploiting a variety of global environmental databases, mostly acquired from NASA.	VERB	24	To comprise or include; to have as a related part.
kbw-fragment17 6266	0	I know what you mean.	VERB	1	To perceive the truth or factuality of; to be certain of or that.
as6-fragment01 87	1	None of them, of course, anticipated the scale of the problems which were caused by the slump and collapse of much of what remained of inner urban manufacturing industry in the early 1980s.	VERB	23	To stay behind while others withdraw; to be left after others have been removed or destroyed
as6-fragment01 21	0	In the early 1980s, at a time when manufacturing industry was collapsing and the outlook for the unskilled looked particularly bleak, frustration boiled over in a series of riots in London, Bristol, Birmingham, Liverpool, and elsewhere.	NOUN	8	The transformation of raw materials into finished products, usually on a large scale.
kcf-fragment14 1465	0	You got central heating!	VERB	1	To obtain; to acquire.
fpb-fragment01 1378	0	You'll have money problems as long as you gamble, Adam.	VERB	8	To take a risk, with the potential of a positive outcome.
ac2-fragment06 1491	1	I've grown up in it.	VERB	1	To become larger, to increase in magnitude.
bpa-fragment14 2115	0	Make it sound interesting if we talk occasionally.	VERB	6	To communicate, usually by means of speech.
ab9-fragment03 798	1	He stood for a moment laughing at her as she cast furiously for the vanished rabbit, and walked on, to catch her up, along the raised embankment.	VERB	10	To move, or be moved, away.
acj-fragment01 119	0	The fault element for many serious offences is intent or recklessness: why should this not suffice for murder?	VERB	15	To be enough or sufficient; to meet the need ; to be adequate; to be good enough.
ac2-fragment06 1552	0	I was instructed to tell you, and I have.	VERB	2	To teach by giving instructions.
g0l-fragment01 365	1	That means you came from the same egg.	VERB	1	To intend.
kb7-fragment10 2291	0	Erm I mean it was a top floor flat.	VERB	2	To intend.
a9j-fragment01 40	0	This has been a constant theme of Intifada policy: that we wish to build( Palestine), not to destroy( Israel); that we wish to achieve freedom( for our people), not to deprive others( Israelis) of it; that we wish to protect and save lives( ours), not to endanger the lives of others( Israelis).	VERB	11	To desire; to want.
kbw-fragment11 4224	0	Well I hope not I mean no he won't be able to drive	VERB	12	To provide an impetus for motion or other physical change, to move an object by means of the provision of force thereto.
cdb-fragment02 448	0	We should pack up now and go.	VERB	6	To move:
ea7-fragment03 866	0	The irony of this lay in the fact that the Second Crusade was counter-productive in Outremer, embittered relations with Byzantium, and resulted in the deaths of enormous numbers of its participants, particularly those drawn from the non̴_aristocratic classes.	VERB	21	To proceed, spring up or rise, as a consequence, from facts, arguments, premises, combination of circumstances, consultation, thought or endeavor.
b1g-fragment02 969	0	In particular, to provide technical, scientific and economic information requested by the Commission in its tasks of identification, preparation and assessment of the implementation and results of environmental action and legislation;	VERB	9	To ask for .
acj-fragment01 83	0	Intent to kill may be regarded as the most obvious and indisputable form of fault element for murder, but to some extent that depends on the meaning of intent.	VERB	23	To be contingent or conditioned; to have something as a necessary condition; to hinge on.
a1n-fragment09 215	0	But another selector confided the truth that Wales should be giving club opposition a hammering and at half-time, building on their win over Newbridge, it looked as if they would.	NOUN	21	An individual victory.
clp-fragment01 880	0	A manual is usually in the form of a book or booklet which is sent with the hardware from the maker to the customer.	VERB	14	To make something  go from one place to another.
ab9-fragment03 994	0	Let's go to the flicks.	VERB	1	To move:
as6-fragment01 24	0	Unlike, however, the 1958 Notting Hill riots, few of those involved were immigrants the vast majority were British born.	VERB	10	To comprise or include; to have as a related part.
kbw-fragment42 14853	0	and could ask if publications can	VERB	2	To request .
ac2-fragment06 1523	0	He instructed Mueller to phase-out vehicle manufacture in the UK.	VERB	1	To teach by giving instructions.
fpb-fragment01 1187	0	Quite a smooth landing, the instructor said approvingly He hesitated, then warned, Next time be careful not to land too fast or you'll run out of runway.	VERB	11	To make  aware of ; especially:
b1g-fragment02 761	0	This contribution also indicates the wide variety of groups that are involved in monitoring environmental change and draws attention to the role that the European Community is increasingly playing in co-ordinating these efforts.	VERB	11	To comprise or include; to have as a related part.
ab9-fragment03 988	0	Grizel Huntley reached out to comfort her but she forced back her chair and fled, clutching her handbag and napkin, leaving her mother with the ruins of lunch.	VERB	2	To extend, stretch, or thrust out .
kbp-fragment09 3771	0	They were smashing shops and burning cars and what	VERB	2	To break  violently.
kb7-fragment10 2196	0	You go in there in the evenings you know when it's been when it's been off and	VERB	8	To perceive the truth or factuality of; to be certain of or that.
ab9-fragment03 969	0	She ate placidly, acknowledging to herself with her customary good sense that at the moment, as at any time since her brother William had died, she and Penelope were getting no pleasure at all from each other's company.	VERB	3	To admit the knowledge of; to recognize as a fact or truth; to declare one's belief in
ahf-fragment24 581	0	I was stood outside me shop all night, and most were no more than kids.	VERB	2	To position or be positioned physically.
b1g-fragment02 842	0	Yet, as we shall see below, the prediction of the activities of natural and man-influenced environmental systems requires an understanding of the interaction of processes that, in many cases, we simply do not yet have.	VERB	17	To demand, to insist upon ; to call for authoritatively.
bpa-fragment14 2056	0	I agree, she said without hesitation.	VERB	3	To pronounce.
kbd-fragment07 2304	1	I give them a, I did give them a good rinse afterwards though.	VERB	1	To move, shift, provide something abstract or concrete to someone or something or somewhere.
kbj-fragment17 1431	1	Five add five add five	VERB	1	To join or unite  so as to increase the number, augment the quantity, or enlarge the magnitude, or so as to form into one aggregate.
fet-fragment01 82	0	"There was a field of poppies and corn which reminded him only of small and large, faded and ghostly versions of Van Gogh's"" Harvest"" which he had seen repeated in endless hospital corridors, waiting rooms, school offices."	VERB	33	To delay movement or action until the arrival or occurrence of; to await.
c8t-fragment01 72	0	Somewhat to his surprise, Dalgliesh found himself accepting.	VERB	7	To receive, especially with a consent, with favour, or with approval.
kbw-fragment42 15050	0	I stay in the car cos er I don't want to walk, too cold	VERB	9	To wish for or desire ; to feel a need or desire for; to crave or demand.
a1x-fragment04 171	0	The doctors conclude in the British Medical Journal that there would be little benefit if all women in the UK were given zinc supplements during pregnancy.	VERB	2	To end; to come to an end.
clp-fragment01 885	0	Often the manual has to be provided hurriedly at the end of a project when the budget is running out, and it is regarded as a tiresome chore still required after the essential design work has been completed.	VERB	29	To demand, to insist upon ; to call for authoritatively.
ac2-fragment06 1324	0	He had heard that expression before.	VERB	2	To perceive sounds through the ear.
cdb-fragment04 955	1	He wondered if Rufus had children and if so did he worry about them coming to terrible harm the way Adam worried?	VERB	11	To be troubled; to give way to mental anxiety or doubt.
ab9-fragment03 996	0	Come on Jennifer or are you going out with Michael?	VERB	6	To move:
kbc-fragment13 6143	0	But I mean, you wouldn't have thought that er Lilly, I mean, she had no weight on her or anything like	VERB	2	To intend.
ew1-fragment01 64	0	"In private conversation he told Asquith"" I am afraid that I shall have to show myself very vicious Mr Asquith this session."	VERB	4	To narrate.
fef-fragment03 684	1	Sections 3.6������3.16 are concerned with magnetostatics, where electric fields are assumed to be zero and the interrelationship of J, H, and B are studied.	VERB	23	To review materials already learned in order to make sure one does not forget them, usually in preparation for an examination.
b1g-fragment02 1253	0	Evacuation plans are required to cover an area within a distance of 2.4 km; these detail the roles to be played by the emergency services.	VERB	5	To place something over or upon, as to conceal or protect.
a1m-fragment01 47	1	But the villages are dying, becoming suburbs or dormitories where few people work but many sleep.	VERB	4	To stop living; to become dead; to undergo death.
a8m-fragment02 71	0	Am I, as a man, supposed to think that, if my body is hairy, it is thick and bestial?	VERB	5	To take for granted; to conclude, with less than absolute supporting data; to believe.
bpa-fragment14 2120	0	Nell shuddered.	VERB	1	To shake nervously, often from fear or horror.
a8r-fragment02 26	1	A doctor doesn't ask his patient what treatment to prescribe.	VERB	3	To request .
bpa-fragment14 2296	0	He looked at George, wondering if the sound had come from him.	VERB	1	To try to see, to pay attention to with one’s eyes.
kbw-fragment04 2653	1	Mum, why aren't you gon na put your microphone on.	VERB	6	To place something somewhere.
a3p-fragment09 193	1	It is an image of the world we have lost, its gently sloping streets converging upon the market place.	VERB	9	To cause  to cease to be in one's possession or capability due to unfortunate or unknown circumstances, events or reasons.
a6u-fragment02 274	1	This small painting on metal, in the style of a Catholic votive image, shows the artist poised between the technological inhumanity of a capitalist North America and the archaic fertility of Mexico.	VERB	13	To display, to have somebody see .
a1f-fragment07 157	0	Only then will two vitally important and complementary goals be achieved: to improve Britain's general educational and vocational competence, and hence our productive capacity; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard, and the rest.	VERB	10	To succeed in something, now especially in academic performance.
ahl-fragment02 12	0	Using equipment donated by Racal, the scientists have analysed recordings of the clicking dolphins make while hunting.	NOUN	12	The sound or action of a click.
kb7-fragment10 2485	0	And I said to him if you don't pack it up I'm gon na get out and walk.	VERB	2	To pronounce.
kbh-fragment41 5257	0	Charlotte I've got to finish, get home and feed this monster, don't do that please.	VERB	5	To obtain; to acquire.
acj-fragment01 39	1	One argument in favour of the mandatory sentence of life imprisonment is that it amounts to a symbolic indication of the unique heinousness of murder.	VERB	14	To total or evaluate.
fpb-fragment01 1187	0	Quite a smooth landing, the instructor said approvingly He hesitated, then warned, Next time be careful not to land too fast or you'll run out of runway.	VERB	9	To stop or pause respecting decision or action; to be in suspense or uncertainty as to a determination.
a1n-fragment18 352	0	They are so frequent these days in London, which has eight of 20 First Division clubs, that we must expect aesthetic considerations to be overridden.	ADJ	24	overridden
kbw-fragment42 14950	1	Probably dropped in when we were shaking them in the bowl, Rice Krispies seemed to get everywhere, undo the thing and there's Rice Krispies everywhere,	VERB	15	To obtain; to acquire.
b1g-fragment02 1441	0	The most interesting are those which portray population flows as scaled ribbons on the network diagram, and evacuation shelter capacities as bar diagrams.	VERB	8	To move as a fluid from one position to another.
fet-fragment01 215	0	Nuns ascended and descended a cool grey stair in winged white caps.	VERB	1	To move upward, to fly, to soar.
ccw-fragment03 1685	0	Ellen called warningly, as though I might not have seen the gun.	VERB	1	To use one's voice.
clp-fragment01 778	1	One is to acquire a human asset multiplier for each level of staff.	VERB	3	To get.
ea7-fragment03 830	0	In Rouen, the occasion was celebrated with pomp, elaborate dress, and a great feast, and then the youths all demonstrated their military skill at a grand tournament, at which Geoffrey naturally won the highest honours.	VERB	31	To reach some destination or object, despite difficulty or toil .
kcu-fragment02 1972	0	That one's nice over by there cos it's got the long hair.	ADP	6	cos
ahf-fragment24 584	1	A food co-op which tried to replace the burned-out shops has been closed after several break-ins, and even the drop-in centre is burgled weekly, according to project worker Sheila Auld.	VERB	4	To attempt; to endeavour. Followed by infinitive.
ccw-fragment03 1636	0	Why the hell didn't you use fenders when you tied alongside?	VERB	9	To twist  around itself securely.
a1n-fragment09 212	1	His plans in ruins, he is now reduced, Micawber-like, to hoping something will turn up before his players face the All Blacks in five short weeks.	VERB	13	To make a non-linear physical movement.
kb7-fragment10 2035	0	It was but er the market was so low that he decided not to well I don't think he could get a buyer actually, it's just stood there so he he he let it out rather than have it stood there with the option for us to buy it but I say now the prices are lower he's not keen on selling it at that price.	VERB	17	To ponder, to go over in one's head.
kbw-fragment17 6049	0	Well you tell him!	VERB	2	To narrate.
kb7-fragment10 2356	0	Thank you very much.	VERB	0	To express gratitude or appreciation toward.
b1g-fragment02 1212	0	Once hazards have been identified there may follow efforts to assess the hazard risk.	VERB	4	To establish the identity of.
kbp-fragment09 3840	1	He'd been pressing me to come down here for a long time.	VERB	5	To move from further away to nearer to.
a1h-fragment06 130	1	These positions were not held for his own status but to promote the cause of rowing where it needed clout.	VERB	4	To grasp or grip.
acj-fragment01 9	0	This finality makes it proper to regard death as the most serious harm that may be inflicted on another, and to regard a person who chooses to inflict that harm as the most culpable of offenders, in the absence of some excuse or justification.	VERB	27	To thrust upon; to impose.
kbd-fragment07 2291	0	Well I don't, mine's got ta go in the cleaners	VERB	4	To obtain; to acquire.
as6-fragment01 103	0	It was providing 27,500 training places( often in conjunction with the Manpower Services Commission): some 2,500 buildings were being improved; estate action aimed to tackle run down housing; and a large number of new partnerships( which some might see as subsidies, or discredited regional grants, in a new guise) were in operation, in an effort to bring private investment to run-down urban areas.	VERB	2	To make a living; earn money for necessities.
amm-fragment02 1615	0	But the structure and functioning of grinding or chewing teeth in other mammals, in which opposing teeth co-operate in action, and which can be matched in extinct, unrelated mammals, is a much more subtle matter, involving detailed studies on the operation of living dental systems to help elucidate the functioning of fossil ones.	VERB	6	To reduce to smaller pieces by crushing with lateral motion.
kbw-fragment17 6243	1	But it really hit her this year, we felt quite disgruntled	VERB	8	To make into felt, or a feltlike substance; to cause to adhere and mat together.
a1p-fragment03 79	1	David Blunkett, another member of the national executive, told a conference fringe rally organised by the soft-left Labour Coordinating Committee that Labour would have to find additional funds for its social programme by cutting ̴�9.5bn from defence spending over five years, and raising the level of taxation on the rich.	VERB	33	To incise, to cut into the surface of something.
